"Frequency","Word","Sentence"
2,knut,—Dale cinco knuts —dijo soñoliento Hagrid.
2,podrías,—¿Podrías llevarme hasta allí.
2,despacio,¿Y podemos ir un poco más despacio.
2,pasaje,"Un segundo más tarde estaban contemplando un pasaje abovedado lo bastante grande hasta para Hagrid, "
2,absurdo,"El profesor Quirrell, con su absurdo turbante, conversaba con un profesor de grasiento pelo negro, n"
2,anaranjado,"Lo hizo funcionar una vez y todas las luces de la calle se encendieron, de manera que Privet Drive s"
2,invernadero,"Había gritado, había pegado a su padre con el bastón de Smeltings, se había puesto malo a propósito,"
2,mordedura,"A la mañana siguiente, en la clase de Defensa Contra las Artes Oscuras, mientras copiaban las difere"
2,príncipe,"Su turbante, les dijo, era un regalo de un príncipe africano como agradecimiento por haberlo liberad"
2,delegado,Bill era delegado de clase y Charlie era capitán de quidditch.
2,conocías,—¿Conocías ya a Malfoy.
2,llanto,Dudley suspendió su fingido llanto de inmediato.
2,polkiss,"—dijo tía Petunia en tono desesperado, y, un momento más tarde, el mejor amigo de Dudley, Piers Polk"
2,polvoriento,"» En el polvoriento escaparate, sobre un cojín de desteñido color púrpura, se veía una única varita."
2,discúlpeme,—Discúlpeme —dijo Harry a la mujer regordeta.
2,alineado,"—gritó Hagrid, señalando a una flota de botecitos alineados en el agua, al lado de la orilla."
2,cálmate,"—Cálmate, querido muchacho, estás un poco atrasado —dijo Dumbledore—."
2,gordito,"Nunca pensé que podían gustarte los gorditos llorones, Parvati."
2,fruncido,La señora Dursley bebió su té con los labios fruncidos.
2,insegura,"Y lo oyeron, un gruñido y las pisadas inseguras de unos pies gigantescos."
2,oponer,"Por supuesto, algunos se le opusieron y él los mató."
2,apoyado,Fang tenía la cabeza apoyada sobre la rodilla de Harry y babeaba sobre su túnica.
2,obvio,después de esta obvia y desagradable trampa.
2,guant,— Un par de guantes protectores (piel de dragón o semejante).
2,domingo,"• • •  La mañana del domingo, tío Vernon estaba sentado ante la mesa del desayuno, con aspecto de ca"
2,grunnings,"El señor Dursley era el director de una empresa llamada Grunnings, que fabricaba taladros."
2,despedir él,"A las ocho y media, el señor Dursley cogió su maletín, besó a la señora Dursley en la mejilla y trat"
2,misericordia,Murieron pidiéndome misericordia.
2,aquéllo,El señor Dursley se preguntó si aquélla era una conducta normal en un gato.
2,ajo,"El señor Dursley canturreaba mientras se ponía su corbata más sosa para ir al trabajo, y la señora D"
2,montado,"Añoraba el castillo, con sus pasadizos secretos y sus fantasmas; las clases (aunque quizá no a Snape"
2,dalar,—Dale cinco knuts —dijo soñoliento Hagrid.
2,inclinado,Lo que sucedió a continuación fue tan rápido que nadie supo cómo había pasado: Piers y Dudley estaba
2,evidentemente,"Tío Vernon estaba acostado en la puerta, en un saco de dormir, evidentemente para asegurarse de que "
2,cut,—El locutor se permitió una mueca irónica—.
2,giró,Giró su escoba para situarse frente a Malfoy en el aire.
2,hechizos,—Hechizos.
2,mantequilla,Hagrid casi tuvo que arrastrar a Harry para que dejara Hechizos y contrahechizos (encante a sus amig
2,leal,"Puedes pertenecer a Hufflepuff,  donde son justos y leales."
2,west,Harry había descubierto a Ron tratando de animar un póster de Dean en que aparecía el equipo de fútb
2,recordad,Recordad todo lo que os he dicho cuando estéis en el tren volviendo a casa mañana.
2,patear,Ronan pateó el suelo con nerviosismo.
2,terry,"—¡Boot, Terry."
2,mohosa,Tía Petunia halló unas pocas mantas mohosas en la otra habitación y preparó una cama para Dudley en 
2,trepar,"Los Dursley recibieron una carta amenazadora de la directora, diciéndoles que Harry andaba trepando "
2,suplicar,—Aunque sea un pedazo de tostada —suplicó Hermione.
2,costilla,"—Quita de en medio —dijo, golpeando a Harry en las costillas."
2,malignidad,Malfoy sonrió con malignidad.
2,espléndido,Harry nunca habría imaginado un lugar tan extraño y espléndido.
2,quebrantar,—¿Así que crees que es un premio por quebrantar las reglas.
2,enfrentar yo,"Si no lo hago, todos los Slytherins pensarán que tengo miedo de enfrentarme con Snape."
2,ibar,"¿Cómo no ibas a serlo, siendo lo que era mi condenada hermana."
2,panadería,"Estuvo de muy buen humor hasta la hora de la comida, cuando decidió estirar las piernas y dirigirse "
2,disculpar él,¡Ellos son los que tienen que disculparse.
2,morgana,"Vaya, me ha salido otra vez Morgana y ya la tengo repetida seis veces."
2,saltón,"Filch tenía una gata llamada Señora Norris, una criatura flacucha y de color arena, con ojos saltone"
2,miente,—Él miente.
2,precipitar,Al principio se precipitaron a través de un laberinto de retorcidos pasillos.
2,ronca,—Ajá —respondió Hagrid con voz ronca—.
2,desmayar él,Durante un momento pareció que iba a desmayarse.
2,gastado,Dudley y Harry compartieron una habitación con camas gemelas y sábanas húmedas y gastadas.
2,acera,Los Dursley se estremecían al pensar qué dirían los vecinos si los Potter apareciesen por la acera.
2,acónito,"—¿Cuál es la diferencia, Potter, entre acónito y luparia."
2,paralizado,"Harry, Malfoy y Fang permanecieron paralizados."
2,pérdida,Hagrid casi tuvo que arrastrar a Harry para que dejara Hechizos y contrahechizos (encante a sus amig
2,pequeñito,"—¡Mi pequeñito Dudley, no llores, mamá no dejará que él te estropee tu día especial."
2,soplar,La profesora McGonagall resopló enfadada.
2,registrar,La cámara que se registró había sido vaciada aquel mismo día.
2,pestillo,No habían dado más de una docena de pasos cuando se movió un pestillo y algo salió disparado de un a
2,mamáaaaaaa,—¡Mamáaaaaaa.
2,fosa,"De pronto, Harry se dio cuenta de que la cinta métrica, que en aquel momento lo medía entre las fosa"
2,comportar él,"No, estaba comportándose como un estúpido."
2,entrecortado,—dijo Harry con voz entrecortada.
2,pensar él,"Y pensándolo mejor, ni siquiera estaba seguro de que su sobrino se llamara Harry."
2,hechicero,Sacó la carta y leyó:    COLEGIO HOGWARTS  DE MAGIA Y HECHICERÍA  Director: Albus Dumbledore (Orden 
2,efe,¡No puede referirse a la gente que vive aquí.
2,extendido,"Ante eso, Hermione se puso de pie, con el brazo extendido hacia el techo de la mazmorra."
2,mudo,"La profesora McGonagall estaba casi muda de la impresión, y sus gafas centelleaban de furia."
2,aburrir,"En el desayuno del jueves, aburrió a todos con estúpidas notas sobre el vuelo que había encontrado e"
2,descontar,"—Cinco, querrás decir, una vez que se descuenten los de Hermione."
2,resplandor,"Lo hizo funcionar una vez y todas las luces de la calle se encendieron, de manera que Privet Drive s"
2,pendiente,"Neville estaba pendiente de cada palabra, desesperado por encontrar algo que lo ayudara más tarde a "
2,valiar,"No valía la pena preocupar a la señora Dursley, siempre se trastornaba mucho ante cualquier mención "
2,berrinche,"A las ocho y media, el señor Dursley cogió su maletín, besó a la señora Dursley en la mejilla y trat"
2,librería,"Pasaron ante librerías y tiendas de música, ante hamburgueserías y cines, pero ningún sitio donde pa"
2,babosa,"El abrigo de Hagrid parecía hecho sólo de bolsillos, con contenidos de todo tipo: manojos de llaves,"
2,taburet,"Un centenar de duendes estaban sentados en altos taburetes, detrás de un largo mostrador, escribiend"
2,malito,"Malitos, malitos, os agarrarán del cuellecito."
2,confundido,"Pero Wood era una persona, un muchacho corpulento de quinto año que salió de la clase de Flitwick co"
2,arriates,"Mientras Dudley no hacía otra cosa que mirarlo y comer helados, Harry limpió las ventanas, lavó el c"
2,grabado,"Entonces encontraron otra puerta doble, esta vez de plata, con unas palabras grabadas."
2,cruel,"Mientras Hagrid iba terminando la historia, vio otra vez la cegadora luz verde, con más claridad de "
2,desviar,"Lanzó una mirada a Harry y luego desvió la vista rápidamente hacia la ventanilla, como si no hubiera"
2,anoche,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
2,rabillo,"Con el rabillo del ojo vio el estandarte brillando sobre la muchedumbre: «Potter, presidente."
2,burlona,Crabbe y Goyle lanzaron risitas burlonas.
2,temeroso,"todas las cosas raras que habían hecho que sus tíos se enfadaran con él habían sucedido cuando él, H"
2,águila,"Con las manos temblorosas, Harry le dio la vuelta al sobre y vio un sello de lacre púrpura con un es"
2,cogote,"—gritó tío Vernon, y, cogiendo a Harry y a Dudley por el cogote, los arrojó al recibidor y cerró la "
2,figurar,El problema era que costaba mucho buscar sin saber qué podía haber hecho Flamel para figurar en un l
2,rechazar,"Mientras Harry y Ron regresaban al castillo para cenar, con los bolsillos llenos del pétreo pastel q"
2,rozar,El gigante se escurrió hacia el interior de la cabaña agachándose para que su cabeza sólo rozara el 
2,relucir,"Copas, escudos, bandejas y estatuas, oro y plata reluciendo en la oscuridad."
2,enfocar,"Ante esas palabras, Hermione cogió los binoculares de Hagrid, pero en lugar de enfocar a Harry comen"
2,insignia,"Ya se había puesto la ondulante túnica negra de Hogwarts, y Harry vio que en el pecho tenía una insi"
2,pensativo,—preguntó Hermione con aire pensativo.
2,género,Harry cogió el género brillante y plateado.
2,avergonzado,Nunca me he sentido tan avergonzada de unos alumnos de Gryffindor.
2,bludgers,Esas dos son las bludgers.
2,venga,¡Venga.
2,bones,"Nadie a quien él hubiera decidido matar sobrevivió, nadie excepto tú, y eso que acabó con algunos de"
2,enfurecido,"Hagrid, enfurecido, contempló a Harry."
2,esforzar,Se esforzó por oír lo que decían.
2,recuperar él,"—dijo Harry, tratando de recuperarla."
2,soportar él,"bueno, creía que no podría soportarlo."
2,entra,Entraron en el pasaje.
2,trasladar,"En un solo viaje, Harry trasladó todas sus pertenencias desde la alacena a su nuevo dormitorio."
2,conejo,"Tal vez tenían que intentar sacar un conejo del sombrero, pensó Harry algo irreflexivamente, eso era"
2,luparia,"—¿Cuál es la diferencia, Potter, entre acónito y luparia."
2,brusquedad,"Después de unos minutos moviéndose entre el remolino de plumas de todos los colores, detectó una gra"
2,hambriento,"Le sirvió las salchichas a Harry, el cual estaba tan hambriento que pensó que nunca había probado al"
2,redondeado,Hermione señaló una botella redondeada del extremo derecho de la fila.
2,enderezar él,"Al segundo siguiente, Quirrell salió apresuradamente del aula, enderezándose el turbante."
2,mordisco,"—Muchísima —dijo Harry, dando un mordisco a una empanada de calabaza."
2,convencer él,"—Ron estará bien —dijo Harry, tratando de convencerse a sí mismo—."
2,terrorífico,"Pero no había nada terrorífico allí, sólo una mesa con siete botellas de formas diferentes puestas e"
2,instar,—lo instó Hermione—.
2,movero,—No debéis moveros mientras llevo a este chico a la enfermería.
2,of,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
2,atrasado,Harry se sintió muy aliviado al descubrir que no estaba mucho más atrasado que los demás.
2,aferrado,"—¿No te viene a la memoria nadie que haya esperado muchos años para regresar al poder, que esté afer"
2,repaso,Hermione había comenzado ya a hacer horarios de repaso para Harry y Ron.
2,encontrar yo,"Si tienes cualquier problema con los Dursley, me mandas una carta con tu lechuza, ella sabrá encontr"
2,grandes,"Lo sé todo sobre ti, por supuesto, conseguí unos pocos libros extra para prepararme mejor y tú figur"
2,danés,"Los dejó entrar, tirando del collar de un imponente gran danés negro."
2,encaminar,"»  Cerca de las siete, Harry salió del castillo y se encaminó hacia el campo de quidditch."
2,suficientemente,"Comieron en el restaurante del zoológico, y cuando Dudley tuvo una rabieta porque su bocadillo no er"
2,utilízalo,Utilízalo bien.
2,azabache,"Bajo una mata de pelo negro azabache, sobre la frente, pudieron ver una cicatriz con una forma curio"
2,aminorar,El tren parecía aminorar la marcha.
2,come,Comenzó a llover.
2,ir tú,—Vete a tu alacena.
2,encarar él,La profesora McGonagall cerró de un portazo y se volvió para encararse con los muchachos.
2,herir,—¿Y qué sucede si el que hirió al unicornio nos encuentra a nosotros primero.
2,aguja,"Hay que empezar con cosas pequeñas, como cerillas en agujas y todo eso."
2,cañería,"—aulló Ron desde el otro extremo, tirándole una cañería de metal."
2,tendréis,"—En un segundo tendréis la primera visión de Hogwarts —anunció Hagrid por encima del hombro—, justo "
2,poneos,—Ahora poneos en fila —dijo la profesora a los de primer año— y seguidme.
2,aldea,Estaba en la aldea tomando unas copas y me puse a jugar a las cartas con un desconocido.
2,mátalo,"El dolor de cabeza de éste aumentaba y el muchacho no podía ver, solamente podía oír los terribles g"
2,sacó,Sacó la carta y leyó:    COLEGIO HOGWARTS  DE MAGIA Y HECHICERÍA  Director: Albus Dumbledore (Orden 
2,adonde,es al bosque adonde iréis y mucho me habré equivocado si volvéis todos enteros.
2,pulido,"Delante de las puertas de bronce pulido, con un uniforme escarlata y dorado, había."
2,pastilla,"—Va verdaderamente a toda pastilla ahí arriba, un pase limpio a Alicia Spinnet, el gran descubrimien"
2,alohomora,"Cogió la varita de Harry, golpeó la cerradura y susurró—: ¡Alohomora."
2,peniques,» Pegada a la nota había una moneda de cincuenta peniques.
2,ingeniar,"De alguna forma, Neville se las había ingeniado para convertir el caldero de Seamus en una masa reto"
2,estalactita,"Iban cada vez más abajo, pasando por un lago subterráneo en el que había gruesas estalactitas y esta"
2,inquisidoro,"—Hum —dijo el señor Ollivander, lanzando una mirada inquisidora a Hagrid—."
